20100602	2729.33	2757.91	2700.07	2757.53	39587020	46364229632.000
20100603	2769.10	2787.51	2735.70	2736.08	39587258	47143264256.000
20100604	2721.36	2748.48	2713.09	2744.39	32746291	39858364416.000
20100607	2692.83	2716.40	2673.34	2695.72	39541993	47062704128.000
20100608	2694.11	2720.59	2672.06	2699.34	35140182	42677104640.000
20100609	2711.64	2787.82	2687.33	2782.13	60209533	70710083584.000
20100610	2755.94	2776.26	2746.11	2750.02	42906334	50312245248.000
20100611	2766.20	2782.09	2755.95	2758.87	40558585	48871477248.000
20100617	2778.53	2784.92	2742.64	2742.73	32612356	40293232640.000
20100618	2739.03	2755.84	2686.61	2696.17	41808344	50256351232.000
20100621	2698.98	2784.47	2686.32	2780.66	55261482	62809190400.000
20100622	2772.89	2795.32	2766.44	2783.72	39096052	45207207936.000
20100623	2768.70	2788.22	2734.05	2758.50	35600350	41600241664.000
20100624	2753.71	2783.51	2739.81	2757.50	29220682	33772857344.000
20100625	2744.12	2759.45	2715.66	2736.29	30671782	34649178112.000
20100628	2734.51	2751.46	2710.09	2716.78	27710044	31198277632.000
20100629	2717.47	2724.23	2591.69	2592.02	48758552	50635968512.000
20100630	2572.91	2575.82	2546.84	2563.07	35698794	35809890304.000
20100701	2557.92	2574.10	2524.57	2526.07	32857646	32478457856.000
20100702	2523.03	2542.12	2462.20	2534.10	44914100	43367317504.000
20100705	2507.35	2529.43	2476.49	2512.65	32178574	30922299392.000
20100706	2504.87	2563.41	2502.93	2562.90	39714762	38976835584.000
20100707	2561.11	2580.61	2548.56	2580.48	35720909	37059899392.000
20100708	2591.51	2602.23	2564.64	2575.92	34056966	35348758528.000
20100709	2578.55	2662.16	2557.26	2647.10	58493045	61470068736.000
20100712	2647.42	2689.81	2636.65	2676.22	58462491	63462260736.000
20100713	2649.66	2649.66	2618.34	2634.59	43228506	45125107712.000
20100714	2640.93	2684.62	2640.54	2653.61	46688860	49497108480.000
20100715	2650.33	2680.44	2607.79	2608.52	40440459	41444712448.000
20100716	2597.00	2621.33	2573.79	2616.13	35063302	35422326784.000
20100719	2592.09	2691.94	2585.01	2682.47	53868070	59826126848.000
20100720	2685.46	2746.24	2685.46	2741.50	73128345	80958218240.000
20100721	2744.70	2766.21	2733.72	2747.33	70757092	73734684672.000
20100722	2738.03	2783.14	2734.07	2781.29	61064806	63576604672.000
20100723	2787.52	2806.98	2769.44	2793.08	64518565	70423339008.000
20100726	2798.76	2811.95	2775.78	2811.05	53580026	59848904704.000
20100727	2803.75	2812.21	2785.37	2795.72	49799884	55963992064.000
20100728	2796.48	2866.40	2784.16	2863.72	79985954	84516847616.000
20100729	2866.77	2888.60	2852.00	2877.98	95965409	92278226944.000
20100730	2871.48	2876.14	2844.68	2868.85	62575591	65224482816.000
20100802	2868.28	2922.61	2867.45	2917.27	71743300	73569075200.000
20100803	2925.25	2929.61	2865.76	2865.97	81748364	86870573056.000
20100804	2858.35	2876.59	2818.25	2876.43	71318039	75670142976.000
20100805	2874.66	2877.31	2833.67	2850.83	67157581	73038454784.000
20100806	2848.16	2898.53	2821.03	2897.66	74914895	82145148928.000
20100809	2894.10	2922.62	2888.04	2918.24	74726391	83431981056.000
20100810	2920.40	2925.30	2832.08	2832.64	78435034	84283703296.000
20100811	2823.15	2864.36	2823.15	2850.21	54979133	58786304000.000
20100812	2822.79	2860.37	2810.10	2816.39	59893227	65825611776.000
20100813	2818.41	2856.04	2799.22	2855.55	58507721	62923747328.000
20100816	2851.22	2927.69	2843.02	2922.08	81068043	91427504128.000
20100817	2927.26	2949.73	2917.83	2942.29	76452912	86700539904.000
20100818	2945.98	2962.75	2924.67	2937.36	70747600	80832364544.000
20100819	2940.77	2975.19	2928.01	2955.40	76924865	91734589440.000
20100820	2943.33	2951.96	2892.64	2898.33	71663306	82298175488.000
20100823	2895.71	2920.54	2886.66	2896.19	48915517	57772777472.000
20100824	2892.13	2933.12	2866.80	2911.83	61093796	65036591104.000
20100825	2893.99	2904.66	2842.25	2843.02	63610621	67048222720.000
20100826	2853.10	2868.88	2836.13	2850.09	48670442	51862921216.000
20100827	2847.45	2861.07	2833.42	2858.57	40789582	46699343872.000
20100830	2874.25	2921.08	2872.92	2915.01	65749882	77341614080.000
20100831	2905.15	2910.06	2889.81	2903.19	65766104	79976349696.000
20100901	2907.66	2931.76	2859.17	2884.04	76975578	87931887616.000
20100902	2917.74	2931.55	2903.03	2921.39	70700851	88923144192.000
20100903	2926.94	2929.55	2891.88	2920.21	72641027	87724826624.000
20100906	2935.89	2980.42	2935.89	2975.09	93855681	110466113536.000
20100907	2979.30	2991.44	2959.90	2983.11	73519361	85488197632.000
20100908	2970.00	2982.72	2953.84	2980.97	72872002	92660875264.000
20100909	2986.87	2986.87	2922.20	2926.46	81395554	103248281600.000
20100910	2928.00	2940.79	2890.03	2932.55	65086704	83743162368.000
20100913	2933.59	2977.08	2925.42	2962.32	67279900	87536181248.000
20100914	2971.55	2984.47	2954.51	2965.01	70105903	87204421632.000
20100915	2965.54	2965.54	2905.63	2913.19	71619642	86445965312.000
20100916	2908.32	2917.85	2834.03	2857.79	74074284	84198375424.000
20100917	2864.72	2877.08	2847.68	2861.37	51938867	62466326528.000
20100920	2865.04	2872.22	2829.76	2849.83	50283104	57582985216.000
20100921	2859.43	2869.38	2844.13	2857.48	35751881	44742025216.000
20100927	2869.93	2905.53	2864.21	2905.03	49071823	62611533824.000
20100928	2900.54	2900.54	2875.66	2880.91	58660826	80859750400.000
20100929	2877.27	2908.73	2866.85	2874.81	56782236	74516021248.000
20100930	2859.06	2935.59	2857.42	2935.57	63000247	80709730304.000
20101008	2965.65	3055.84	2963.24	3044.23	99994720	134986637312.000
20101011	3069.19	3154.20	3069.19	3132.90	158734904	212607074304.000
20101012	3121.64	3173.85	3106.22	3172.73	127361705	178245222400.000
20101013	3176.89	3221.65	3165.58	3217.58	144607773	195444719616.000
20101014	3245.13	3286.02	3215.03	3224.14	179611838	227654451200.000
20101015	3204.72	3327.68	3199.12	3327.68	193414140	245619294208.000
20101018	3345.80	3390.01	3288.78	3306.16	217882051	267884363776.000
20101019	3300.52	3375.87	3280.00	3375.67	130441791	165488918528.000
20101020	3304.22	3439.23	3301.01	3396.88	166528460	235372052480.000
20101021	3404.72	3418.09	3344.96	3374.69	123883245	175383707648.000
20101022	3365.60	3408.49	3346.11	3378.66	116361857	163153625088.000
20101025	3386.85	3481.35	3366.43	3481.08	145433105	208809410560.000
20101026	3491.47	3499.82	3436.46	3466.08	142636999	205216464896.000
20101027	3451.43	3490.22	3398.09	3403.87	123761570	177072553984.000
20101028	3390.43	3420.89	3371.44	3397.69	98349456	141135888384.000
20101029	3400.26	3404.60	3351.60	3379.98	100458970	145528373248.000
20101101	3390.41	3473.00	3390.41	3473.00	126269148	186725761024.000
20101102	3484.23	3522.18	3449.72	3463.13	154911450	233976233984.000
20101103	3462.74	3474.71	3419.08	3420.34	126359303	178803326976.000
20101104	3426.46	3480.93	3419.64	3480.50	116799481	164721393664.000
20101105	3538.99	3554.47	3498.28	3520.80	137688027	196618043392.000
20101108	3534.19	3549.30	3506.38	3548.57	126470759	174067580928.000
20101109	3547.44	3547.44	3498.62	3523.95	122454533	170174873600.000
20101110	3507.20	3508.27	3470.97	3499.11	120078578	176529784832.000
20101111	3490.74	3557.99	3484.89	3509.98	138976233	209121525760.000
20101112	3484.61	3497.06	3284.35	3291.83	160733850	224200785920.000
20101115	3298.74	3319.98	3241.76	3314.89	102315724	144492953600.000
20101116	3311.62	3311.62	3155.48	3169.54	108307072	154278117376.000
20101117	3124.11	3168.93	3087.51	3103.91	83258080	118981230592.000
20101118	3134.94	3158.63	3097.39	3147.96	65697292	94476115968.000
20101119	3168.17	3178.85	3076.21	3178.85	83347654	114672975872.000
20101122	3148.22	3200.47	3137.75	3171.94	83212776	114302976000.000
20101123	3156.48	3156.48	3061.62	3107.18	77399591	105281462272.000
20101124	3088.99	3177.41	3088.99	3177.04	75332083	107688443904.000
20101125	3197.97	3227.05	3172.28	3223.48	83442094	116948295680.000
20101126	3214.13	3224.52	3170.36	3194.85	64467824	96226369536.000
20101129	3183.54	3206.76	3159.46	3190.05	58994892	88799076352.000
20101130	3187.53	3205.78	3060.44	3136.99	85762355	120572329984.000
20101201	3127.26	3150.44	3111.65	3136.02	48882668	69472575488.000
20101202	3185.76	3194.23	3154.32	3155.06	61023908	89764274176.000
20101203	3161.93	3171.38	3134.42	3158.16	50475354	71387340800.000
20101206	3168.88	3185.33	3140.55	3165.57	56362630	80043204608.000
20101207	3152.73	3214.69	3112.22	3200.34	58483653	85548294144.000
20101208	3194.90	3215.28	3166.77	3171.88	59515663	87056105472.000
20101209	3156.00	3175.05	3122.20	3123.37	66152965	83159040000.000
20101210	3107.38	3172.16	3101.08	3161.98	57108105	78069121024.000
20101213	3176.33	3261.34	3173.56	3261.06	95713739	132088356864.000
20101214	3270.20	3279.36	3254.18	3269.47	84104241	114928738304.000
